opstaan, aufstehen
de vorm, Form
zich schamen, sich schämen
want, denn
opbellen, anrufen
weten, wissen
wassen, waschen/putzen
het poesje, Kätzchen
grondig, gründlich
aankleden, anziehen
het gebruik, Verwendung
de gebeurtenis, Ereignis
de toekomst, Zukunft
morgen, morgen
overmorgen, übermorgen
volgend, nächste(-r/-s)
samen, zusammen
het plan, Plan
tien uur, zehn Uhr
vijf over tien, fünf nach zehn
kwart over tien, Viertel nach zehn
half elf, halb elf
vijf over half elf, fünf nach halb elf
kwart voor elf, Viertel vor elf
twee voor elf, zwei (Minuten) vor elf
tien voor half twaalf, zehn (Minuten) vor halb zwölf
de film, Film
de winkel, Geschäft
tot, bis
´s ochtends, morgens / am Morgen
´s morgens, morgens / am Morgen
´s avonds, abends / am Abend
´s nachts, nachts / in der Nacht
vertrekken, abreisen
zetten, setzen / stellen / legen
letten, achten
de volgende, Reihenfolge
de maand, Monat
de januari, Januar
de februari, Februar
de maart, März
de april, April
de mei, Mai
de juni, Juni
de juli, Juli
de augustus, August
de september, September
de oktober, Oktober
de november, November
de december, Dezember
de maandag, Montag
de dinsdag, Dienstag
de woensdag, Mittwoch
de donderdag, Donnerstag
de vrijdag, Freitag
de zaterdag, Samstag
de zondag, Sonntag
in 1975, 1975 / im Jahr 1975
door de week, unter der Woche
het weekend, Wochenende
uitslapen, ausschlafen
geboren, geboren
eten, essen
men, man
de kolom, Spalte
de soep, Suppe
de frisdrank, Erfrischungsgetränk
de tosti ham / kaas, Käse-Schinken-Toast
de koffie verkeerd, Milchkaffee
het bier / biertje, Bier
de uitsmijter, strammer Max
de muntthee, Pfefferminztee
de portie, Portion
de bitterbal, frittierte Bällchen mit Fleischragout
het sinaasappelsap, Orangensaft
de salade / de maaltijdsalade, Salat / Salat als Hauptgericht
de daghap, Tagesgericht
de spa, Mineralwasser
het broodje, Brötchen
de chocomel, Schokoladenmilch
de slagroom, Schlagsahne
de borrel / het borreltje, Schnaps
de pannenkoek, Pfannenkuchen / Eierkuchen
het eten, Essen
de drank, Getränk
warm, warm
koud, kalt
het stuk / het stukje, Stück / Stückchen
de euro, Euro
denken, denken
sturen, schicken
afrekenen, abrechnen / zahlenhet broodje gezond, belegtes Brötchen mit gesundem Belag
de tomatensoep, Tomatensuppe
maar, mal
nou, nun
graag, bitte
later, später
de keer, Mal
trakteren, für andere mit bezahlen / einen ausgeben
de ober, Kellner
de serveerster, Kellnerin
de gast, Gast
oefenen, üben
de geboortedatum, Geburtsdatum
het apenstaartje, @-Zeichen
zingen, singen
de familie, Familie / Verwandschaft
de omschrijving, Umschreibung
in verwachting zijn, schwanger sein
scheiden, sich scheiden lassen
touwen, heiraten
verliefd, verliebt
vertellen, erzählen
onderstrepen, unterstreichen
de betekenis, Bedeutung
de context, Kontext
afleiden, ableiten
Met Iris Janssen, Iris Janssen ( am Telefon)
het zusje, Schwesterherz
bellen, anrufen
namelijk, nämlich
de heleboel, viel / große Menge
gebeuren, passieren
zoveel, so viel
waarmee, womit
eerst, erst
het nieuws, Nachricht
de oom, Onkel
de tante, Tante
Dat meen je niet!, Das ist nicht dein Ernst!
eigenlijk, eigentlich
getrouwd, verheiratet
ander, andere(-r / -s)
grijs, grau
het haar, Haar
de sproeten(Pl.), Sommersprossen
de baard, Bart
mager, dünn
bedoelen, meinen
ermee, damit
maar, nur
iets anders, etwas anderes
het nieuwtje, Neuigkeit
de bruiloft, Hochzeit
knap, hübsch / schön
lief, lieb
Echt waar?, Wirklich?
eruit zien, aussehen
lang, groß
slank, schlank
gespierd, muskulös
dragen, tragen
de bril, Brille
blond, blond
de krul, Locke
blauw, blau
het oog, Auge
Denemarken, Dänemark
nog steeds, immer noch
benieuwd / benieuwd naar, neugierig / neugierig auf
het keertje, Mal
gauw, bald
bijgepraat zijn, auf dem laufenden sein
Tot gauw, Bis bald
zoeken, suchen
het tengengestelde, Gegenteil
elk(-e), jede(-r/-s)
klein, klein
dik, dick
lelijk, hässlich
de woordgroep, Wortgruppe
het uiterlijk, Äußere
de persoon, Person
beschrijven, bescheiben
soms, manchmal
meerdere, mehrere
volgens, laut
het begin / begin volgend jaar, Anfang / Anfang nächsten Jahres
het meisje, Mädchen
het water, Wasser
veel, viel
weinig, wenig
groot, groß
vies, schmutzig
dan, als
het drankje, Getränk
aleen, nur
zwaar, schwer
braaf, brav
mooi, schön
op straat, auf der Straße
de broer, Bruder
het voorbeeld, Beispiel
best, beste(-r/-s)
de moeder, Mutterde nicht, Nichte / Cousine
de schoonvader, Schwiegervater
de kleindochter, Enkelin
de zus, Schwester
de vader, Vater
de schoonmoeder, Schwiegermutter
de dochter, Tochter
de schoonzoon, Schwiegersohn
de opa, Opa
de zoon, Sohn
de kleinzoon, Enkel
de oma, Oma
de zwager, Schwager
het echtpaar, Ehepaar
de grootouders, Großeltern
het kleinkind, Enkelkind
de schoonouders, Schwiegereltern
de neef, Neffe / Cousin
de schoonzus, Schwägerin
de schoondochter, Schwiegertochter
het gezin, Kernfamilie
de stamboom, Stammbaum
stellen, stellen
bespreken, besprechen
de broers en zussen, Geschwister
belangrijk, wichtig
helemaal niet, überhaupt niecht
best wel, einigermaßen
heel erg, sehr
niet erg, nicht besonders
de kleur, Farbe
rood, rot
geel, gelb
groen, grün
zwart, schwarz
oranje, orange
wit, weiß
bruin, braun
de ketting, Kette
de hond, Hund
de tulp, Tulpe
de tekening, Abbildung / Zeichnung
het complimentje / complimentjes geven, Kompliment / Komplimente machen
vanavond, heute Abend
de monarchie, Monarchie
van deze tijd, zeitgemäß
de tussenstop, Zwischenhalt
de schaar, Schere
de laptop, Laptop
de lamp, Lampe
het schrijfblok, Block
het potlood, Bleistift
het plakband, Klebeband
de agenda, Terminkalender
de perforator, Locher
het bureau, Schreibtisch
de werkdag, Arbeitstag
de advertentie, Anzeige
de dinsdagochtend, Dienstagmorgen
de rondvaart, Rundfahrt
het museum, Museum
bezoeken, besuchen
de stadswandeling, Stadtspaziergang
lunchen, zu Mittag essen
de openingstijden, Öffnungszeiten
dagelijks, täglich
de toegangsprijs, Eintrittspreis
de volwassene, Erwachsener
gratis, kostenlos
museumkaart, Rabattkarte für Museen
gevestigd zijn, niedergelassen sein
het zevental, sieben
verbonden, verbunden
historisch, historisch
het pand, Gebäude
het centrum, Zentrum
de zaal, Saal
overdag, tagsüber
te huur, zu vermieten
de vergadering, Versammlung
het congres, Kongress
audiovisueel, audiovisuell
de presentatie, Präsentation
de vertoning, Vorführung
de videoproductie, Videoproduktion
terechtkunnen, Zutritt haben
de lunch, Mittagessen
uitgebreid, ausgedehnt
dineren, speisen
de vertrektijd, Abfahrtszeit
de aankomsttijd, Ankunftszeit
heel, ganz
door, durch
boeken, buchen
worden, werden
enig, einzig / einzigartig
de uitzondering, Ausnahme
vormen, bilden
het ijs, Eis
extreem, extrem
de weersomstandigheden(Plural), Witterungsverhältnisse
de tocht, Fahrt
onmogelijk, unmöglich
hieronder, hierunter
exact, genau
op afspraak, nach Absprache
de minuut, Minute
het vertrek, Abfahrt
inschepen, einschiffen
de wijziging, Änderung
voorbehouden, vorbehalten
de groep, Gruppe
reserveren, reservieren
het restaurant, Restaurant
tafelen, tafeln
culinair, kulinarisch verwennen, verwöhnen
beleven, erleben
perfect, perfekt
de avond, Abend
prettig, angenehm
de sfeer, Atmosphäre
de wens, Wunsch
overlaten, übrig lassen
de keuken, Küche
geopend, geöffnet
het liedje, Lied
het avontuur, Abenteuer
mijnheer, (mein) Herr
de kapel, Kapelle
het land, Land
de maat, Maß / Größe
voorheen, ehedem
versturen, verschicken
getrouw, (ge)treu
het heelal, All
de tennisbal, Tennisball
deftig, vornehm
vliegen, fliegen
meten, messen
huren, mieten
de millimeter, Millimeter
de zee, Meer
helpen, helfen
sinds, seit
vlakbij, in der Nähe
straks, demnächst / nachher
ver, weit
weg, weg
genoeg, genug
over, über
mezelf, mich ( selbst )
jezelf, dich ( selbst )
mailen, e-mailen
verbeteren, verbessern
andersom, andersherum
chatten, chatten
de uitspraak, Aussprache
de tijd, Zeit
om, um
opkomen, aufkommen / einfallen
het leven, Leben
het meubel / de meubels, Möbelstück / Möbel
de mogelijkheid, Möglichkeit
de eettafel, Esstisch
de luie stoel, Sessel
de bank, Sofa
de klerenkast, Kleiderschrank
de spiegel, Spiegel
het gordijn, Gardine
het bed, Bett
de ladekast, Kommode
het aanrecht, Anrichte
de plank, Wandregal
het nachtkastje, Nachttisch
de kapstok, Garderobe
de kruk, Hocker
de boekenkast, Bücherregal
de gang, Flur
de woonkamer, Wohnzimmer
de slaapkamer, Schlafzimmer
de kinderkamer, Kinderzimmer
de studeerkamer, Arbeitszimmer
de badkamer, Badezimmer
het balkon, Balkon
drunk, geschäftig
onderstaand, nachstehend
meteen, gleich
poetsen, putzen
de tand, Zahn
onbijten, frühstücken
opmaken, machen ( Bett )
fietsen, Rad fahren
vergaderen, eine Versammlung abhalten
boodschappen doen, Einkäufe erledigen
koken, kochen
de pasta, Pasta / Nudeln
nooit, nie
het ontbijt, Frühstück
gebruiken, verwenden
de studie, Studium
vrij, frei
de vrije tijd, Freizeit
kort, kurz
de tekst, Text
gewoon, normal / einfach
gebruikmaken van, verwenden
ongeveer, ungefähr
tegen, gegen
na, nach
het avondeten, Abendessen
tenslotte, schließlich
het schema, Schema
gisteren, gestern
anders, anders
zich verslapen, verschlafen
pas, erst
vervolgens, dann
douchen, duschen
de krant, Zeitung
de klus, kleinere Aufgabe
eergisteren, vorgestern
afmaken, erledigen / zu Ende bringen
het aantal, Anzahl
de afdeling, Abteilung
het tijdie, Weilchen
het terras / terrasje, Terrasse / Freisitz
het project, Projekt
de poes, Katze
aaien, streicheln
schoonmaken, sauber machen
houden van, lieben / mögen
afstoffen, abstauben
de was doen, Wäsche waschen
lekker, lecker / herrlich
de wijn, Wein
sexy, sexy
het fokschaap, Zuschtschaf
baden, baden
proeven, kosten / probieren
reizen, reisen
samengesteld, zusammengesetzt
bovenstaand, oben stehend
de regel, Regel
kopen, kaufen
verhuizen, umziehen
studeren, studieren
de verjaardag, Geburtstag
rijden, fahren / reiten
rondrijden, umherfahren
de waterkoker, Wasserkocher
de föhn, Föhn
de mixer, MIxer
de wekker, Wecker
de broodrooster, Toaster
de wasmachine, Waschmaschine
de stofzuiger, Staubsauger
de stereo, Stereoanlage
de koelkast, Kühlschrank
het strijkijzer, Bügeleisen
het apparaat, Apparat
de kleren ( Plural ), Kleidung
gladmaken, glätten
de machine, Maschine
verhitten, erhitzen
de kast, Schrank
bewaren, aufbewahren
zodat, sodass
goed, frisch
blijven, bleiben
elektrisch, elektrisch
het stof, Staub
het ding / het dingetje, Sache / Ding / Teilchen
de vloer, Fußboden
verwijderen, entfernen
drogen, trocknen
verschillend, verschieden
het bestanddeel, Bestandteil
mengen, vermischen
bijvoorbeeld ( bijv. ), zum Beispiel
de cassette, Kassette
laten horen, abspielen / vorspielen
het sneetje, Scheibe
het brood, Brot
knapperig, knusprig
de klok, Uhr
van tevoren, im Voraus / vorher
instellen, einstellen
het geluid, Geräusch
wakker, wach
het fornuis, Herd
het koffiezetapparaat, Kaffeemaschine
de vaatwasser, Spülmaschine
de televisie / de tv, Fernseher / Fernsehen
de buitenkant, Außenseite
indrukwekkend, eindrucksvoll
buiten, draußen
de rondleiding, Führung
rondleiden, herumführen
fris, frisch
liever, lieber
zetten, kochen ( Kaffee)
licht, hell
ruim, geräumig
hê, Interjektion
vorig, vorig
de bewoner, Bewohner
het gas / op gas, Gas / mit Gas
heerlijk, herrlich
prachtig, wunderbar / prächtig / wunderschön
geweldig, großartig
donker, dunkel
waarschijnlijk, wahrscheinlich
inderdaad, allerdings / tatsächlich
de dame, Dame
achter, hinter
de computer, Computer
de kamer, Zimmer
vast, vbestimmt
modern, modern
de pad, Pad
af en toe, ab und zu
meestal, meistens
de cursist, Kursteilnehmer
de folder / de reclamfolder, Prospekt
met behulp van, mit Hilfe
het gat, Lücke
opruimen, ausverkaufen
de koekenpan, Bratpfanne
de kookpan, Kochtopf
het voorraadblik, Vorratsdose
de ovenschaal, Auflaufform
de keukenhulp, Küchenhilfe
divers, divers
de soort, Sorte
de theedoek, Geschirrtuch
de kookwekker, Kurzzeitwecker
zolang, solange
de voorraad, Vorrat
strekken, reichen
de kandelaar, Kerzenständer
het theelichtje, Teelicht
de kussenovertrek, Kissenbezug
het bierfluitje, Bierglas
het ontbijtbord, Frühstücksteller
de bestekset, Besteckset
Berlijn, Berlin
kosten, kosten
krijgen, bekommen
het huishouden doen, den Haushalt führen
nakijken, nachsehen / korrigieren
de fout, Fehler
de hulp, Hilfede samenvatting, Zusammenfassung
de lijst, Liste
alle, alle
nodig hebben, benötigen
de flat, Wohnung
de begane grond, Erdgeschoss
het flatgebouw, Etagenhaus
het toilet, Toilette
de tuin, Garten
het tweepersoonsbed, Doppelbett
inrichten, einrichten
de woning, Wohnung
aangeven, angeben
de plattegrond, Grundriss
neerzetten, hinstellen / hinlegen
waarheen, wohin
raar, merkwürdig / komisch
de parkeerplaats, Parkplatz
het radioprogramma, Radioprogramm
de dierentuin, Zoo
uit eten, essen gehen
de wielerwedstrijd, Radrennen
de tentoonstelling, Ausstellung
tuinieren, gärtnern
de bioscoop, Kino
de omloop, Rundfahrt
de kilometer (km), Kilometer
de finish, Ziel
het eiland, Insel
de rol / de hoofdrol, Rolle / Hauptrolle
exotisch, exotisch
het dier, Tier
openen, öffnen
de deur, Tür
de workshop, Workshop
snoeien, beschneiden
aanmelden, anmelden
plaatsvinden, stattfinden
de vestiging, Filiale
gouden, golden
het portret, Porträt
het gebouw, Gebäude
het evenement, Veranstaltung
deelnemen, teilnehmen
het koffiekopje, Kaffeetasse
het cadeau, Geschenk
noemen, nennen
indereen, jeder
roepen, rufen
tegelijkertijd, gleichzeitig
aan de beurt zijn, an der Reihe sein
knutselen, basteln
zwemmen, schwimmen
skieên, Ski fahren
klussen, kleine Arbeiten erledigen
schilderen, malen / anstreichen
fotograferen, fotografieren
computeren, am Computer arbeiten / spielen
tenissen, Tennis spielen
de kroeg, Kneipe
dansen, tanzen
voetballen, Fußball spielen
kaarten, Karten spielen
hardlopen, joggen / rennen
pianospelen, Klavier spielen
puzzelen, rätseln
wandelen, wandern / spazieren gehen
relaxen, relaxen
schaken, Schach spielen
schaatsen, Schlittschuh laufen
de activiteit, Aktiviät
de tennisclub / op de tennisclup, Tennisclub / im Tennisclub
in zijn eentje, allein
de kattenbak, Katzentoilette
hoezo, wieso
spelen, spielen
toch, doch
het potje, Partie
het tennis, Tennis
niet uitmaken, egal sein
zullen, wollen / sollen
de baan, Bahn / Platz
regenen, regnen
Nee toch!, Ach nein!
bijna, beinah
het weer, Wetter
de omgeving, Umgebung
pakken, nehmen
met zijn allen, alle zusammen
ontzettend, ungeheuer
het bos, Wald
hollen, rennen
fantastisch, fantastisch
de zon, Sonne
waar ... naartoe, wohin
het buurthuis, Nachbarschaftszentrum
meegaan, mitgehen
lijken, scheinen / erscheinen
uitlaten, ausführen
het voorstel, Vorschlag
schijnen, scheinen
verdorie, verdammt
het geld, Geld
zoenen, küssen
ruziên, sich streiten
het verkleinwoord
de brug, Brücke
de schoen, Schuhde bal, Ball
de paraplu, Regenschirm
het blad, Blatt
het schip, Schiff
het sprookje, Märchen
de koek, Kuchen
het koekje, Keks
het ijsje, Speiseeis
de hoorn, Horn
ht spreekwoord, Sprichwort
het gezegde, Redewendung
de aap, Affe
de mouw, Ärmel
de kat, Katze
de kip, Huhn
verkeerd, falsch
het paard, Pferd
wedden, wetten
de vogel, Vogel
de hand, Hand
de lucht, Luft / Himmel
vechten, kämpfen
het been, Knochen
heengaan, weggehen
kiezen, (aus) wählen / sich entscheiden
vandaag, heute
de kans, Chance
dus, also
het kaartje, Eintrittskarte
over, übrig
de ruzie, Streit
de kassa, Kasse
besluiten, beschließen
daarom, darum
verkopen, vrkaufen
de rij, Reihe
het uur, Stunde
bezig, beschäftigt
de hei, Heide
het weerbericht, Wetterbericht
kijken naar, anschauen
midden, mitten
opeens, auf einmal
hard, stark
het lid, Mitglied
de voetbalclub, Fußballverein
de reservebank, Ersatzbank
de wedstrijd, Spiel
het Uitbureau, Ticketshop
het concert, Konzert
de band, Band / Musikgruppe
de opening, Öffnung
uitverkocht, ausverkauft
de meeuw, Möwe
het konijn, Kaninchen
de eend, Ente
de muis, Maus
het schaap, Schaf
de olifant, Elefant
de beer, Bär
het varken, Schwein
de zeehond, Seehund
de geit, Ziege
de duif, Taube
de cavia, Meerschweinchen
de tijger, Tiger
de parkiet, Wellensittisch
het hert, Hirsch
de vis, Fisch
de kreeft, Krebs
de giraf, Giraffe
de rat, Ratte
het wild zwijn, Wildschwein
de mus, Spatz
de gans, Gans
de ree, Reh
het strand / op het strand, Strand / am Strand
de rivier, Fluss
de boerderij, Bauernhof
het weiland, Weide
het hondenweer, Hundewetter
het onweer, Gewitter / Unwetter
de mist, Nebel
de sneeuw, Schnee
de wind, Wind
de wolk, Wolke
de storm, Sturm
de temperatuur, Temperatur
sneeuwen, schneien
bewolkt, bewölkt
waaien, wehen
stormen, stürmen
de graad, Grad
onweren, gewittern
mistig, neblig
het trefwoord, Stichwort
navertellen, nacherzählen
de weersverwachting, Wetterwarnung
minstens, mindestens
de muziek, Musik
de hobby, Hobby
het elfje, Elfchen ( Gedichtform )
de regel, Zeile
afsluiten, abschließen
het onderwijs, Bildung / Unterricht
de opleiding, Ausbildung
de werkervaring, Arbeitserfahrung
het curriculum vitae ( cv ), Lebenslauf
de persoonsgegevens ( Plural ), Personalien
de burgerlijke staat, Familienstand
e hogeschool, Hochschule
de bedrijfseconomie, Betriebswirtschaftslehre
de politieacademie, Polizeischule
het college, Kolleg / Gymnasium
de adviseur, Berater
buitenlands, ausländisch
het krediet, Kredit
